"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"278",78,1000,0.1,0.1,1,-0.951,0.951,39647.5,0.0162988966900702,0,0.0769230769230769
"279",79,1000,0.1,0.1,0,0.312,0.312,35588.71875,0.0644765539803708,0,0.3
"280",80,1000,0.1,0.1,0,0.6245,0.6245,33910.28125,0.0894456886898096,0.05,0.3
"281",81,1000,0.1,0.1,0,-0.8205,0.8205,37873.125,0.0493811242908716,0,0.25
"282",82,1000,0.1,0.1,0,-0.232,0.232,40000,0,0.15,0.4
"283",83,1000,0.1,0.1,1,-0.0185,0.0185,39535.5,0.0123146519225936,0.222222222222222,0.333333333333333
"284",84,1000,0.1,0.1,0,0.412,0.412,35322.0625,0.0594668489405332,0.15,0.25
"285",85,1000,0.1,0.1,1,0.04,0.04,39056.125,0.0507575757575758,0.3,0.6
"286",86,1000,0.1,0.1,0,-0.1725,0.1725,39916,0.0045,0.2,0.35
"287",87,1000,0.1,0.1,0,-0.4155,0.4155,39582.5,0.0110608345902464,0.1,0.25
"288",88,1000,0.1,0.1,0,0.00299999999999989,0.00299999999999989,39976,0.002,0.15,0.35
